example_id                                                            | status  | run_time        |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:3]                    | passed  | 0.00013 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:4]                    | passed  | 0.00012 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:5]                    | passed  | 0.00028 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:4:4:6]                    | passed  | 0.00011 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:1]                      | passed  | 0.00138 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:2]                      | passed  | 0.0001 seconds  |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:3]                      | passed  | 0.00073 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:4]                      | passed  | 0.00017 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:5]                      | passed  | 0.00014 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:6]                      | passed  | 0.00009 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:7]                      | passed  | 0.00011 seconds |
./spec/rails_active_mcp/sdk/tools_spec.rb[1:5:8]                      | passed  | 0.00012 seconds |
